Set_ID,Name,Year,Theme,Theme_Group,Subtheme,Category,Packaging,Num_Instructions,Availability,Pieces,Minifigures,Owned,Rating,USD_MSRP,Total_Quantity,Current_Price
75-1,PreSchool Set,1975,PreSchool,Pre-school,,Normal,{Not specified},0,{Not specified},16,,10,0,,,
77-1,PreSchool Set,1975,PreSchool,Pre-school,,Normal,{Not specified},0,{Not specified},20,,11,0,,,
077-1,Pre-School Set,1975,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},21,,10,0,,0,
78-1,PreSchool Set,1975,PreSchool,Pre-school,,Normal,{Not specified},0,{Not specified},32,,8,0,,,
78-3,Basic Set,1975,Samsonite,Vintage,Basic set,Normal,Box,0,{Not specified},330,,10,0,,0,
133-1,Locomotive,1975,Trains,Modern day,4.5/12V,Normal,{Not specified},0,{Not specified},87,,279,0,,0,
134-1,Mobile Crane and Wagon,1975,Trains,Modern day,4.5/12V,Normal,Box,0,Retail,86,,252,0,,0,
136-1,Tanker Wagon,1975,Trains,Modern day,4.5/12V,Normal,Box,0,Retail,83,,404,0,,0,
137-2,Passenger Sleeping Car,1975,Trains,Modern day,4.5/12V,Normal,{Not specified},0,{Not specified},82,,299,0,,0,
148-1,Station,1975,Trains,Modern day,4.5/12V,Normal,{Not specified},0,{Not specified},293,5,479,0,,0,
182-1,Train Set with Motor,1975,Trains,Modern day,4.5/12V,Normal,{Not specified},0,{Not specified},369,,409,0,,0,
190-1,Farm Set,1975,Building Set with People,Vintage,,Normal,{Not specified},0,{Not specified},526,,223,0,,0,
195-1,Airplane,1975,Building Set with People,Vintage,,Normal,{Not specified},0,{Not specified},89,,145,0,,0,
222-1,Building Ideas Book,1975,Books,Miscellaneous,LEGO,Book,{Not specified},0,{Not specified},1,,695,0,,,
253-2,Helicopter and Pilot,1975,Building Set with People,Vintage,,Normal,Box,0,Retail,49,,204,0,,0,
254-1,Family,1975,Building Set with People,Vintage,,Normal,Box,0,Retail,103,,264,0,,0,
255-2,Farming Scene,1975,Building Set with People,Vintage,,Normal,Box,0,Retail,120,,134,0,,0,
362-1,Windmill,1975,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},215,2,280,0,,0,
363-1,Hospital,1975,LEGOLAND,Vintage,,Normal,Box,0,Retail,229,7,641,4.2,,0,
364-1,Harbour,1975,LEGOLAND,Vintage,,Normal,Box,0,Retail,518,7,188,0,,0,
365-1,Wild West,1975,LEGOLAND,Vintage,,Normal,Box,0,Retail,602,8,255,0,,0,
367-1,Space Module with Astronauts,1975,LEGOLAND,Vintage,,Normal,Box,0,Retail,364,,597,3.7,,0,
390-2,1913 Cadillac,1975,Hobby Set,Vintage,,Normal,Box,0,Retail,200,,762,3.9,,0,
391-1,1926 Renault,1975,Hobby Set,Vintage,,Normal,Box,0,Retail,237,,609,4.3,,0,
392-1,Formula 1,1975,Hobby Set,Vintage,,Normal,Box,0,Retail,197,,443,0,,0,
430-1,Biplane,1975,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},18,,454,4,,0,
480-1,Rescue Helicopter,1975,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},62,,410,0,,0,
490-1,Mobile Crane,1975,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},46,,383,0,,0,
516-1,Bricks and half bricks,1975,Duplo,Pre-school,,Normal,Box,0,Promotional,20,,17,0,,0,
517-1,Bricks and half bricks and arches,1975,Duplo,Pre-school,,Normal,Box,0,Retail,121,,29,0,,0,
518-8,Bricks and half bricks and trolley,1975,Duplo,Pre-school,,Normal,Box,0,Retail,17,,24,0,,0,
519-8,Bricks and half bricks and arches and trolley,1975,Duplo,Pre-school,,Normal,Box,0,Retail,240,,21,0,,0,
520-9,Bricks and half bricks and two tolleys,1975,Duplo,Pre-school,,Normal,Box,0,Retail,168,,24,0,,0,
521-8,Bricks and half bricks all colours,1975,Duplo,Pre-school,,Normal,Box,0,Retail,640,,29,0,,0,
580-1,Brick Yard,1975,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},216,,368,0,,0,
615-2,Forklift,1975,LEGOLAND,Vintage,Vehicle,Normal,{Not specified},0,{Not specified},21,1,1019,0,,0,
659-1,Police Patrol,1975,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},49,2,953,3.7,,1,55
660-1,Air Transporter,1975,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},39,,706,0,,0,
692-1,Road Repair Crew,1975,LEGOLAND,Vintage,,Normal,Box,0,Retail,57,2,486,0,,0,
693-1,Fire engine with firemen,1975,LEGOLAND,Vintage,,Normal,Box,0,Retail,62,3,533,0,,0,
694-1,Transport Truck,1975,LEGOLAND,Vintage,Vehicle,Normal,Box,0,Retail,65,,475,0,,0,
760-2,London Bus,1975,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},110,,404,0,,0,
814-2,Tractor,1975,Building Set with People,Vintage,,Normal,Box,0,Retail,93,,138,0,,0,
BB173-1,Holdall Storage Bag,1975,Gear,Miscellaneous,Storage,Gear,Box,0,Retail,,,11,0,,,
SUPSET1-1,Super Set,1975,Universal Building Set,Basic,,Other,Other,0,Retail,,,15,0,,,
10-Feb,"Basic Building Set, 3+",1976,Basic,Basic,,Normal,{Not specified},0,{Not specified},152,,135,0,,0,
20-Jan,"Basic Building Set, 3+",1976,Basic,Basic,,Normal,{Not specified},0,{Not specified},217,,183,0,,0,
30-Jan,"Basic Building Set, 3+",1976,Basic,Basic,,Normal,{Not specified},0,{Not specified},258,,237,0,,0,
40-1,"Basic Building Set, 3+",1976,Basic,Basic,,Normal,{Not specified},0,{Not specified},258,,182,0,,0,
50-1,"Basic Building Set, 3+",1976,Basic,Basic,,Normal,{Not specified},0,{Not specified},382,,188,0,,0,
55-1,Basic Set,1976,Samsonite,Vintage,Basic set,Normal,{Not specified},0,{Not specified},291,,15,0,,0,
74-1,PreSchool Set,1976,PreSchool,Pre-school,,Normal,{Not specified},0,{Not specified},20,,10,0,,,
080-3,Police Station,1976,PreSchool,Pre-school,,Normal,{Not specified},0,{Not specified},28,4,31,0,,0,
081-1,Train Station,1976,PreSchool,Pre-school,,Normal,{Not specified},0,{Not specified},53,5,14,0,,0,
082-1,LEGOVille,1976,PreSchool,Pre-school,,Normal,{Not specified},0,{Not specified},66,7,15,0,,0,
107-1,Universal Motor,1976,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},137,,1057,3.5,,0,
108-1,Battery box,1976,Basic,Basic,,Normal,{Not specified},0,{Not specified},1,,228,0,,0,
146-1,Level Crossing,1976,Trains,Modern day,4.5/12V,Normal,{Not specified},0,{Not specified},68,1,728,0,,0,
147-1,Refrigerated Wagon,1976,Trains,Modern day,4.5/12V,Normal,{Not specified},0,{Not specified},115,2,353,0,,0,
149-1,Fuel Refinery,1976,Trains,Modern day,4.5/12V,Normal,{Not specified},0,{Not specified},328,3,291,0,,0,
156-2,Straight Track,1976,Trains,Modern day,4.5/12V,Normal,{Not specified},0,{Not specified},25,,501,0,,0,
157-1,Curved Track,1976,Trains,Modern day,4.5/12V,Normal,{Not specified},0,{Not specified},25,,498,0,,0,
159-1,Straight Track with Crossing,1976,Trains,Modern day,4.5/12V,Normal,Box,0,Retail,25,,350,0,,0,
183-1,Train Set with Motor and Signal,1976,Trains,Modern day,4.5/12V,Normal,{Not specified},0,{Not specified},194,,167,0,,0,
194-1,Family,1976,Building Set with People,Vintage,,Normal,{Not specified},0,{Not specified},94,,156,0,,0,
197-1,Farm Set,1976,Building Set with People,Vintage,,Normal,{Not specified},0,{Not specified},120,,76,0,,0,
210-1,Cowboys,1976,Building Set with People,Vintage,,Normal,{Not specified},0,{Not specified},39,,450,0,,0,
211-1,Mother and baby with dog,1976,Building Set with People,Vintage,,Normal,{Not specified},0,{Not specified},46,,206,0,,0,
212-2,Scooter,1976,Building Set with People,Vintage,,Normal,{Not specified},0,{Not specified},23,,295,0,,0,
256-1,Police Officers and Motorcycle,1976,Building Set with People,Vintage,,Normal,{Not specified},0,{Not specified},86,,487,0,,0,
258-1,Zoo (with Baseboard),1976,Basic,Basic,,Normal,{Not specified},0,{Not specified},486,,84,0,,0,
314-1,Police Launch,1976,LEGOLAND,Vintage,Boats,Normal,{Not specified},0,{Not specified},53,2,1118,3.2,,1,149.2976
315-2,Container Ship,1976,LEGOLAND,Vintage,Boats,Normal,{Not specified},0,{Not specified},95,,376,0,,0,
368-1,Taxi Garage,1976,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},156,2,622,0,,0,
369-1,Coast Guard Station,1976,LEGOLAND,Vintage,Building,Normal,{Not specified},0,{Not specified},275,5,462,0,,1,250
370-1,Police Headquarters,1976,LEGOLAND,Vintage,Building,Normal,{Not specified},0,{Not specified},280,4,624,0,,0,
385-1,Jeep with Steering,1976,LEGOLAND,Vintage,Town,Normal,{Not specified},0,{Not specified},57,,309,0,,0,
386-1,Air Ambulance,1976,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},151,3,718,0,,0,
387-1,Excavator and Dumper,1976,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},159,,475,0,,0,
393-1,Norton Motorcycle,1976,Hobby Set,Vintage,,Normal,{Not specified},0,{Not specified},133,,427,0,,0,
394-1,Harley-Davidson 1000cc,1976,Hobby Set,Vintage,,Normal,{Not specified},0,{Not specified},143,,566,0,,0,
395-1,1909 Rolls-Royce,1976,Hobby Set,Vintage,,Normal,{Not specified},0,{Not specified},281,,530,3.9,,0,
396-1,Thatcher Perkins Locomotive,1976,Hobby Set,Vintage,,Normal,{Not specified},0,{Not specified},438,,384,0,,0,
425-1,Fork Lift,1976,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},21,1,506,0,,0,
435-1,Tipper Truck,1976,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},17,,789,3.5,,0,
445-1,Police Units,1976,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},39,2,484,0,,0,
455-1,Learjet,1976,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},46,,479,0,,0,
485-1,Fire Truck,1976,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},72,3,347,0,,1,165
530-2,Puppy,1976,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},9,,39,0,,0,
531-1,Elephants,1976,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},20,,31,0,,0,
532-1,Pull-Along Ducks,1976,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},19,,36,0,,0,
550-2,Windmill,1976,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},210,2,170,0,,0,
555-1,Hospital,1976,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},202,7,389,0,,0,
565-1,Moon Landing,1976,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},364,,561,3.9,,0,
585-1,Police Headquarters,1976,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},300,4,465,0,,0,
616-1,Cargo Ship,1976,Basic,Basic,Model,Normal,{Not specified},0,{Not specified},31,,410,0,,0,
617-1,Cowboys,1976,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},42,1,591,0,,0,
661-1,Spirit of St. Louis,1976,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},51,,642,0,,0,
662-1,Dump Truck,1976,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},27,,690,0,,0,
695-1,Racing Car,1976,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},67,,462,0,,0,
696-1,Bus Station,1976,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},80,7,495,0,,0,
697-1,Stage Coach,1976,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},95,1,460,0,,0,
726-1,Western Train,1976,Trains,Modern day,4.5/12V,Normal,{Not specified},0,{Not specified},291,2,143,0,,0,
770-1,Rescue Set,1976,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},151,3,264,0,,0,
780-1,Road Construction Set,1976,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},164,,247,0,,0,
901-1,Universal Motor Set,1976,Universal Building Set,Basic,,Normal,{Not specified},0,{Not specified},31,,370,0,,0,
910-1,"Advanced Basic Set, 6+",1976,Basic,Basic,,Normal,{Not specified},0,{Not specified},283,3,270,0,,0,
911-1,"Advanced Basic Set, 6+",1976,Basic,Basic,,Normal,{Not specified},0,{Not specified},401,4,223,0,,0,
912-1,"Advanced Basic Set with Motor, 6+",1976,Basic,Basic,,Normal,{Not specified},0,{Not specified},471,3,300,0,,0,
1011-1,LEGO Number/Symbol Blocks,1976,Dacta,Educational,,Normal,{Not specified},0,{Not specified},100,,23,0,,0,
1017-1,Letter Bricks for Wall Board,1976,Dacta,Educational,,Normal,{Not specified},0,{Not specified},150,,18,0,,0,
1045-2,Educational LEGO Building Set,1976,Dacta,Educational,,Normal,{Not specified},0,{Not specified},683,,16,0,,0,
1074-1,House Accessories,1976,Dacta,Educational,Supplementary Set,Normal,{Not specified},0,{Not specified},204,,32,0,,0,
1077-1,Supplementary Set,1976,Dacta,Educational,,Normal,{Not specified},0,{Not specified},198,,23,0,,0,
1560-2,Lufthansa Boeing 727,1976,LEGOLAND,Vintage,,Normal,{Not specified},0,Promotional (Airline),26,,148,0,,0,
1561-2,Airline Staff,1976,Building Set with People,Vintage,,Normal,{Not specified},0,Promotional (Airline),30,,60,0,,0,
1562-3,Biplane,1976,LEGOLAND,Vintage,,Normal,{Not specified},0,Promotional (Airline),25,,71,0,,0,
1601-1,Factory,1976,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},194,2,61,0,,0,
WEETABIX2-1,Windmill,1976,Basic,Basic,,Other,{Not specified},0,{Not specified},119,,113,0,,,
WEETABIX3-1,House,1976,Basic,Basic,,Other,{Not specified},0,{Not specified},140,2,136,0,,,
WEETABIX4-1,House,1976,Basic,Basic,,Other,{Not specified},0,{Not specified},143,2,134,0,,,
1-Dec,Small basic set,1977,Minitalia,Vintage,,Normal,{Not specified},0,{Not specified},91,,30,0,,0,
2-Nov,Medium basic set,1977,Minitalia,Vintage,,Normal,{Not specified},0,{Not specified},128,,29,0,,0,
085-1,Racer,1977,PreSchool,Pre-school,,Normal,{Not specified},0,{Not specified},4,1,15,0,,0,
087-1,Taxi,1977,PreSchool,Pre-school,,Normal,{Not specified},0,{Not specified},5,1,18,0,,0,
88-1,Camping,1977,PreSchool,Pre-school,,Normal,Box,0,Retail - limited,9,,11,0,,,
089-1,Mary's House,1977,PreSchool,Pre-school,,Normal,{Not specified},0,{Not specified},17,3,13,0,,0,
110-1,"Building Set, 3+",1977,Universal Building Set,Basic,,Normal,{Not specified},0,{Not specified},131,,113,0,,0,
111-1,"Building Set, 3+",1977,Universal Building Set,Basic,,Normal,{Not specified},0,{Not specified},173,,108,0,,0,
112-1,"Building Set, 3+",1977,Universal Building Set,Basic,,Normal,{Not specified},0,{Not specified},200,,163,0,,0,
113-1,"Universal Building Set, 3+",1977,Universal Building Set,Basic,,Normal,{Not specified},0,{Not specified},258,,125,0,,0,
114-1,"Building Set, 3+",1977,Universal Building Set,Basic,,Normal,{Not specified},0,{Not specified},390,,107,0,,0,
162-1,Locomotive,1977,Trains,Modern day,4.5/12V,Normal,{Not specified},0,{Not specified},210,,267,0,,0,
163-1,Cargo Wagon,1977,Trains,Modern day,4.5/12V,Normal,{Not specified},0,{Not specified},128,2,230,0,,0,
192-1,Policemen,1977,Building Set with People,Vintage,,Normal,{Not specified},0,{Not specified},86,,250,0,,0,
198-1,Cowboys,1977,Building Set with People,Vintage,,Normal,{Not specified},0,{Not specified},41,,119,0,,0,
199-1,Scooter,1977,Building Set with People,Vintage,,Normal,{Not specified},0,{Not specified},45,,96,0,,0,
213-1,Airplane ride,1977,Building Set with People,Vintage,,Normal,{Not specified},0,{Not specified},48,,240,0,,0,
214-1,Road repair crew,1977,Building Set with People,Vintage,,Normal,{Not specified},0,{Not specified},68,,250,0,,0,
215-1,Red Indians,1977,Building Set with People,Vintage,,Normal,{Not specified},0,{Not specified},93,,378,0,,0,
217-1,Service Station,1977,Building Set with People,Vintage,,Normal,{Not specified},0,{Not specified},228,,100,0,,0,
218-1,Firemen,1977,Building Set with People,Vintage,,Normal,{Not specified},0,{Not specified},274,,176,0,,0,
225-2,Building Ideas Book No. 2,1977,Books,Miscellaneous,LEGO,Book,{Not specified},0,{Not specified},,,206,0,,,
245-2,Two Santas,1977,Basic,Basic,,Normal,{Not specified},0,{Not specified},37,,50,0,,0,
246-2,Santa and Sleigh,1977,Basic,Basic,Seasonal,Normal,{Not specified},0,{Not specified},1,,91,0,,0,
276-1,Nurse and Child,1977,Homemaker,Vintage,,Normal,{Not specified},0,{Not specified},90,,236,0,,0,
277-1,Fireplace,1977,Homemaker,Vintage,,Normal,{Not specified},0,{Not specified},82,,218,0,,0,
296-1,Ladies' Hairdressers,1977,Homemaker,Vintage,,Normal,{Not specified},0,{Not specified},160,,214,0,,0,
371-3,Sea Plane,1977,LEGOLAND,Vintage,Town,Normal,{Not specified},0,{Not specified},47,2,493,0,,0,
372-1,Texas Rangers,1977,Universal Building Set,Basic,,Normal,{Not specified},0,{Not specified},249,,211,0,,0,
373-1,Offshore Rig with Fuel Tanker,1977,LEGOLAND,Vintage,Boats,Normal,{Not specified},0,{Not specified},460,3,284,0,,0,
400-1,"Building Set, 6+",1977,Universal Building Set,Basic,,Normal,{Not specified},0,{Not specified},294,3,220,0,,0,
402-1,"Building Set, 6+",1977,Universal Building Set,Basic,,Normal,{Not specified},0,{Not specified},401,4,174,0,,0,
404-1,"Building Set, 6+",1977,Universal Building Set,Basic,,Normal,{Not specified},0,{Not specified},467,3,223,0,,0,
456-1,Spirit of St. Louis,1977,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},49,,347,0,,0,
491-1,Formula 1 Racer,1977,LEGOLAND,Vintage,Town,Normal,{Not specified},0,{Not specified},67,,223,0,,0,
492-1,Truck with Payloader,1977,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},45,2,182,0,,0,
522-1,Police Station,1977,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},23,4,70,0,,0,
523-1,Train and Station,1977,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},46,5,48,0,,0,
524-1,DUPLO Town,1977,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},54,7,51,0,,0,
533-2,Racer,1977,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},4,1,73,0,,0,
535-2,Taxi,1977,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},4,1,86,0,,0,
536-1,Camping,1977,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},10,2,65,0,,0,
537-2,Mary's House,1977,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},16,3,60,0,,0,
618-1,Police Helicopter,1977,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},39,,470,0,,0,
619-1,Rally Car,1977,LEGOLAND,Vintage,Vehicle,Normal,{Not specified},0,{Not specified},18,1,534,0,,0,
663-1,Hovercraft,1977,LEGOLAND,Vintage,Vehicle,Normal,{Not specified},0,{Not specified},60,,459,0,,0,
664-1,TV Crew,1977,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},46,3,435,0,,0,
698-1,Boeing Aeroplane,1977,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},46,,485,0,,0,
699-1,Photo Safari,1977,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},130,1,373,0,,0,
711-1,Jeep CJ-5,1977,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},56,,88,0,,0,
712-1,Sea Plane,1977,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},115,2,211,0,,0,
727-1,Locomotive,1977,Trains,Modern day,4.5/12V,Normal,{Not specified},0,{Not specified},134,,214,0,,0,
786-1,Storage Cloth,1977,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},1,,45,0,,0,
787-1,Storage Cloth,1977,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},1,,235,0,,1,90
850-1,Fork-Lift Truck,1977,Technic,Technical,,Normal,Box,0,Retail,210,,2323,3.7,,0,
851-1,Tractor,1977,Technic,Technical,,Normal,Box,0,Retail,318,,1604,4.4,,0,
852-1,Helicopter,1977,Technic,Technical,,Normal,Box,0,Retail,364,,712,4.6,,0,
853-1,Car Chassis,1977,Technic,Technical,,Normal,Box,0,Retail,601,,1357,4.2,,0,
870-1,"Technical Motor, 4.5V",1977,Technic,Technical,Supplementary,Normal,Box,0,Retail,22,,1041,4,,0,
871-1,Supplementary Set,1977,Technic,Technical,Supplementary,Normal,Box,0,Retail,78,,668,0,,0,
1102-1,Four Motor Wheel Bushes,1977,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,4,,45,0,,0,
1105-1,Two Rubber Crawler Tracks,1977,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,2,,66,0,,0,
1109-1,Magnetic Couplings for Railway Car,1977,Service Packs,Miscellaneous,Trains,Normal,{Not specified},0,{Not specified},4,,23,0,,0,
1110-1,Four Locomotive Wheels,1977,Service Packs,Miscellaneous,Trains,Normal,Polybag,0,LEGO exclusive,8,,39,0,,0,
1112-1,Train Sliding Wheel Blocks,1977,Service Packs,Miscellaneous,Trains,Normal,Polybag,0,LEGO exclusive,2,,26,0,,0,
1119-1,Locomotive Piston Assemblies,1977,Service Packs,Miscellaneous,Trains,Normal,Polybag,0,LEGO exclusive,6,,47,0,,0,
1121-1,"Propellers, Wheels and Rotor Unit",1977,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,15,,36,0,,0,
1124-1,Digger Bucket Assembly,1977,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,3,,38,0,,1,4.25
1150-1,Replacement Motor 12V,1977,Service Packs,Miscellaneous,,Normal,{Not specified},0,{Not specified},1,,19,0,,0,
1151-1,Train Power Pick-Up Blocks,1977,Service Packs,Miscellaneous,,Normal,{Not specified},0,{Not specified},2,,24,0,,3,17
1152-1,Electric Wire,1977,Service Packs,Miscellaneous,,Normal,{Not specified},0,{Not specified},2,,24,0,,0,
1575-1,Finnjet Ferry,1977,Promotional,Miscellaneous,Ferries,Normal,Box,0,Promotional,506,,66,0,,0,
1580-2,Silja Line Ferry,1977,Promotional,Miscellaneous,Ferries,Normal,Box,0,Promotional,414,,61,0,,0,
98959-1,Motor set,1977,Technic,Technical,,Normal,{Not specified},0,{Not specified},40,,13,0,,0,
7-Jan,"Basic Building Set, 3+",1978,Basic,Basic,,Normal,Box,0,{Not specified},64,,30,0,,0,
8-Jan,"Basic Building Set, 3+",1978,Basic,Basic,,Normal,Box,0,{Not specified},93,,39,0,,0,
9-Jan,"Basic Building Set, 3+",1978,Basic,Basic,,Normal,{Not specified},0,{Not specified},116,,153,0,,0,
061-2,Puppy,1978,PreSchool,Pre-school,,Normal,{Not specified},0,{Not specified},8,,11,0,,0,
063-2,Ducks,1978,PreSchool,Pre-school,,Normal,{Not specified},0,{Not specified},5,,12,0,,0,
086-1,Tub Boat,1978,PreSchool,Pre-school,,Normal,{Not specified},0,{Not specified},3,1,18,0,,0,
164-1,Passenger Coach,1978,Trains,Modern day,4.5/12V,Normal,{Not specified},0,{Not specified},148,2,198,0,,0,
165-1,Cargo Station,1978,Trains,Modern day,4.5/12V,Normal,{Not specified},0,{Not specified},268,2,284,0,,0,
166-1,Flat Wagon,1978,Trains,Modern day,4.5/12V,Normal,{Not specified},0,{Not specified},53,2,133,0,,0,
167-1,Car Transport Wagon,1978,Trains,Modern day,4.5/12V,Normal,Box,0,Retail - limited,102,2,161,0,,0,
205-2,People Set,1978,Basic,Basic,,Normal,{Not specified},0,{Not specified},120,,142,0,,0,
208-1,Mother with baby,1978,Building Set with People,Vintage,,Normal,{Not specified},0,{Not specified},46,1,143,0,,0,
230-1,Hairdressing Salon,1978,Homemaker,Vintage,,Normal,{Not specified},0,{Not specified},215,,197,0,,0,
231-1,Hospital,1978,Homemaker,Vintage,,Normal,{Not specified},0,{Not specified},379,,255,0,,0,
232-1,Bungalow,1978,Homemaker,Vintage,,Normal,{Not specified},0,{Not specified},445,,180,0,,0,
278-1,Television Room,1978,Homemaker,Vintage,,Normal,{Not specified},0,{Not specified},104,,126,0,,0,
297-1,Nursery,1978,Homemaker,Vintage,,Normal,{Not specified},0,{Not specified},167,1,134,0,,0,
300-1,"Road Plates, Junction",1978,Town,Modern day,Accessories,Normal,Shrink-wrapped,0,Retail,2,,1410,3.7,,0,
301-1,"Road Plates, Curved",1978,Town,Modern day,Accessories,Normal,Shrink-wrapped,0,Retail,2,,1421,3.7,,0,
302-1,"Road Plates, Straight",1978,Town,Modern day,Accessories,Normal,Shrink-wrapped,0,Retail,2,,1390,3.6,,0,
316-1,Fire Fighting Launch,1978,LEGOLAND,Vintage,Boats,Normal,{Not specified},0,{Not specified},133,,591,0,,0,
330-2,Gas Station,1978,Building Set with People,Vintage,,Normal,{Not specified},0,{Not specified},211,,57,0,,0,
340-2,Fire Trucks,1978,Building Set with People,Vintage,,Normal,{Not specified},0,{Not specified},274,,41,0,,0,
374-1,Fire Station,1978,Town,Modern day,Classic,Normal,Box,0,Retail,349,4,834,4.4,,0,
375-2,Castle,1978,Castle,Historical,Classic,Normal,Box,0,Retail - limited,767,14,2530,4.6,,0,
376-2,House with Garden,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},221,2,1186,4.1,,0,
377-1,Shell Service Station,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},179,2,1691,3.9,,0,
398-1,USS Constellation,1978,Hobby Set,Vintage,,Normal,{Not specified},0,{Not specified},973,,191,0,,0,
462-1,Rocket Launcher,1978,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},76,2,2825,4,,0,
483-1,Alpha-1 Rocket Base,1978,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},187,3,2261,4.5,,0,
487-1,Space Cruiser,1978,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},170,2,1713,4.4,,0,
493-1,Space Command Center,1978,Space,Action/Adventure,Classic,Normal,Box,0,Retail,189,4,1193,4.1,,0,
528-1,Building Set,1978,Duplo,Pre-school,,Normal,Box,0,Retail - limited,20,,26,0,,0,
529-1,Animals,1978,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},39,,14,0,,0,
534-1,Bath-Toy Boat,1978,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},3,1,166,0,,0,
554-1,Fuel Pumper,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},79,1,637,4.1,,0,
575-1,Coast Guard Station,1978,Town,Modern day,,Normal,{Not specified},0,{Not specified},319,5,376,0,,0,
575-2,Coast Guard Station (Canadian version),1978,Town,Modern day,,Normal,{Not specified},0,{Not specified},284,5,24,0,,0,
590-1,Engine Co. No. 9,1978,Town,Modern day,,Normal,{Not specified},0,{Not specified},353,4,451,4,,0,
600-2,Police Car,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},23,1,1696,3.3,,0,
601-1,Shell Filling Station,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},13,1,753,0,,0,
602-1,Fire Chief's Car,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},29,1,1503,3.3,,0,
603-1,Motorbike,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},26,1,625,0,,0,
604-1,Shell Service Car,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},28,1,935,0,,0,
