Set_ID,Name,Year,Theme,Theme_Group,Subtheme,Category,Packaging,Num_Instructions,Availability,Pieces,Minifigures,Owned,Rating,USD_MSRP,Total_Quantity,Current_Price
30584-1,Winter Holiday Train,2022,Creator,Model making,Seasonal,Normal,Polybag,2,LEGO exclusive,73,,4955,3.5,,171,3.95
30585-1,Fire Patrol Vehicle,2022,City,Modern day,Fire,Normal,Polybag,2,Retail,45,1,1335,3.8,,18,5.5019
30587-1,Police Robot Unit,2022,City,Modern day,Police,Normal,Polybag,0,{Not specified},36,,,0,,0,
30588-1,Kids' Playground,2022,City,Modern day,Park,Normal,Polybag,2,LEGO exclusive,51,2,2922,3.7,,49,5.49
30589-1,Go-Kart Racer,2022,City,Modern day,Racing,Normal,Polybag,2,Retail,39,1,2497,3.8,,25,5.99
30590-1,Farm Garden & Scarecrow,2022,City,Modern day,Farm,Normal,Polybag,2,Retail,34,1,2418,3.9,,94,6.95
30592-1,Mini Thunder Raider,2022,Ninjago,Action/Adventure,Core,Normal,Polybag,3,LEGO exclusive,69,,812,0,,5,5
30593-1,Lloyd Suit Mech,2022,Ninjago,Action/Adventure,Core,Normal,Polybag,2,Retail,59,1,974,3.6,,25,3.7351
30594-1,Rock Monster Truck,2022,Creator,Model making,Miscellaneous,Normal,Polybag,2,Retail,54,,1182,3.6,,12,4.25
30625-1,Luke Skywalker with Blue Milk,2022,Star Wars,Licensed,Episode IV,Normal,Polybag,0,Promotional,6,1,4332,4.4,,71,49.99
31123-1,Off-Road Buggy,2022,Creator,Model making,3 in 1,Normal,Box,6,Retail,160,,612,0,14.99,1,9
31124-1,Super Robot,2022,Creator,Model making,3 in 1,Normal,Box,6,Retail,159,,2189,4.2,9.99,5,6.8
31125-1,Fantasy Forest Creatures,2022,Creator,Model making,3 in 1,Normal,Box,6,Retail,175,,3126,4.2,14.99,0,
31126-1,Supersonic-jet,2022,Creator,Model making,3 in 1,Normal,Box,6,Retail,215,,1112,4,19.99,2,14.391
31127-1,Street Racer,2022,Creator,Model making,3 in 1,Normal,Box,6,Retail,258,,1073,3.9,19.99,1,9.6
31128-1,Dolphin and Turtle,2022,Creator,Model making,3 in 1,Normal,Box,6,Retail,137,,3430,4,9.99,4,10
31129-1,Majestic Tiger,2022,Creator,Model making,3 in 1,Normal,Box,6,Retail,755,,4609,4.6,49.99,5,26.25
31130-1,Sunken Treasure Mission,2022,Creator,Model making,3 in 1,Normal,Box,6,Retail,522,2,1148,4.2,34.99,0,
31131-1,Downtown Noodle Shop,2022,Creator,Model making,3 in 1,Normal,Box,6,Retail,569,2,3700,4.2,44.99,8,31.42
31132-1,Viking Ship and the Midgard Serpent,2022,Creator,Model making,3 in 1,Normal,Box,6,Retail,1192,4,3001,4.3,119.99,6,89.99
31204-1,Elvis Presley  'The King',2022,Art,Art and crafts,Music,Normal,Box,8,Retail,3445,,530,0,119.99,27,130.7891
31205-1,Jim Lee Batman Collection,2022,Art,Art and crafts,Licensed,Normal,Box,9,Retail,4167,,1286,4.2,119.99,4,99.99
31206-1,The Rolling Stones,2022,Art,Art and crafts,Music,Normal,Box,7,Retail - limited,1998,,516,0,149.99,0,
31207-1,Floral Art,2022,Art,Art and crafts,Miscellaneous,Normal,Box,7,Retail,2870,,626,0,79.99,0,
40491-1,Year of the Tiger,2022,Seasonal,Miscellaneous,Chinese Traditional Festivals,Normal,Box,2,LEGO exclusive,193,,6204,3.6,,92,12
40503-1,Dagny Holm - Master Builder,2022,Promotional,Miscellaneous,LEGO House,Normal,Box,0,Retail - limited,1068,,562,0,,2,136.5
40515-1,Pirates and Treasure VIP Add On Pack,2022,Miscellaneous,Miscellaneous,VIP Add On Pack,Normal,Polybag,0,LEGO exclusive,103,2,7255,3.8,,260,6.99
40517-1,Vespa,2022,Creator,Model making,Miscellaneous,Normal,Box,2,LEGO exclusive,118,,4234,4.2,9.99,2,14.4517
40518-1,High-Speed Train,2022,Creator,Model making,Miscellaneous,Normal,Box,2,LEGO exclusive,284,,1200,3.9,19.99,1,22.1101
40519-1,New York Postcard,2022,Creator,Model making,Postcard,Normal,Box,2,LEGO exclusive,254,1,2009,4,14.99,6,29.95
40520-1,Beijing Postcard,2022,Creator,Model making,Postcard,Normal,Box,0,LEGO exclusive,280,,291,0,14.99,,
40521-1,Mini Disney The Haunted Mansion,2022,Disney,Licensed,Disney Parks,Normal,Box,7,{Not specified},680,1,2959,3.8,39.99,2,65
40522-1,Valentine Lovebirds,2022,Seasonal,Miscellaneous,Valentine's Day,Normal,Box,4,LEGO exclusive,298,,3978,4.2,12.99,22,15
40523-1,Easter Rabbits Display,2022,Seasonal,Miscellaneous,Easter,Normal,Box,4,LEGO exclusive,288,,3496,4.5,12.99,9,21.5
40524-1,Sunflowers,2022,Creator,Model making,Botanical Collection,Normal,Box,2,LEGO exclusive,191,,6017,4.3,12.99,19,12.5
40525-1,Endgame Battle,2022,Marvel Super Heroes,Licensed,Avengers: Endgame,Normal,Blister pack,1,LEGO exclusive,62,5,3978,4.1,14.99,5,14.99
40526-1,Electric Scooters & Charging Dock,2022,City,Modern day,Miscellaneous,Normal,Blister pack,1,LEGO exclusive,50,3,2139,3.5,12.99,2,15.75
40527-1,Easter Chicks,2022,Seasonal,Miscellaneous,Easter,Normal,Box,4,LEGO exclusive,318,,5471,3.4,,153,6
40528-1,LEGO Brand Retail Store,2022,Promotional,Miscellaneous,LEGO brand store opening set,Normal,Box,2,LEGO exclusive,402,,878,0,,4,49.99
40529-1,Children's Amusement Park,2022,Promotional,Miscellaneous,Gift with Purchase,Normal,Box,4,LEGO exclusive,170,2,6944,3.5,,99,5.75
40530-1,Jane Goodall Tribute,2022,Promotional,Miscellaneous,Gift with Purchase,Normal,Box,2,LEGO exclusive,275,1,8051,4,,148,22.22
40531-1,Lars Family Homestead Kitchen,2022,Star Wars,Licensed,Promotional,Normal,Box,2,LEGO exclusive,195,1,9233,4,,107,34.95
40532-1,Vintage Taxi,2022,Icons,Model making,Promotional,Normal,Box,2,LEGO exclusive,163,1,7428,3.9,,123,17.1816
40533-1,Cosmic Cardboard Adventures,2022,Ideas,Miscellaneous,Promotional,Normal,Box,2,LEGO exclusive,203,1,7551,4.2,,105,19.99
40534-1,LEGO House Chef,2022,Promotional,Miscellaneous,LEGO House,Normal,{Not specified},0,{Not specified},8,,66,0,,0,
40535-1,Iron Man,2022,Brick Sketches,Licensed,Marvel Super Heroes,Normal,Box,2,LEGO exclusive,200,,961,0,16.99,2,13.6
40536-1,Miles Morales,2022,Brick Sketches,Licensed,Marvel Super Heroes,Normal,Box,2,LEGO exclusive,214,,835,0,16.99,4,20
40539-1,Ahsoka Tano,2022,BrickHeadz,Licensed,Star Wars,Normal,Box,2,Retail,164,,7214,4.2,9.99,28,9.99
40540-1,Lion Dance Guy,2022,BrickHeadz,Licensed,Seasonal,Normal,Box,2,LEGO exclusive,239,,3015,4.2,9.99,1,11.05
40541-1,Manchester United Go Brick Me,2022,BrickHeadz,Licensed,Go Brick Me,Normal,Box,2,Retail,530,,660,0,19.99,0,
40542-1,FC Barcelona Go Brick Me,2022,BrickHeadz,Licensed,Go Brick Me,Normal,Box,2,Retail,530,,606,0,19.99,0,
40543-1,St. Bernard,2022,BrickHeadz,Licensed,Pets,Normal,Box,2,LEGO exclusive,236,,1840,0,14.99,0,
40544-1,French Bulldog,2022,BrickHeadz,Licensed,Pets,Normal,Box,2,LEGO exclusive,237,,1793,0,14.99,1,12.7017
40545-1,Koi Fish,2022,BrickHeadz,Licensed,Pets,Normal,Box,2,LEGO exclusive,203,,1486,4,14.99,17,29.97
40546-1,Poodles,2022,BrickHeadz,Licensed,Pets,Normal,Box,2,LEGO exclusive,304,,1258,0,14.99,5,15
40547-1,Obi-Wan Kenobi & Darth Vader,2022,BrickHeadz,Licensed,Star Wars,Normal,Box,4,Retail,260,,4122,4.3,19.99,4,19.99
40548-1,Spice Girls Tribute,2022,BrickHeadz,Licensed,Miscellaneous,Normal,Box,10,LEGO exclusive,578,,2180,0,49.99,0,
40549-1,Demogorgon & Eleven,2022,BrickHeadz,Licensed,Stranger Things,Normal,Box,4,Retail,192,,3090,4.3,19.99,79,39.99
40550-1,Chip & Dale,2022,BrickHeadz,Licensed,Disney,Normal,Box,4,Retail,226,,3210,4.2,19.99,2,29
40552-1,Buzz Lightyear,2022,BrickHeadz,Licensed,Disney,Normal,Box,2,Retail,114,,4173,4,9.99,5,9.99
40553-1,Woody and Bo Peep,2022,BrickHeadz,Licensed,Disney,Normal,Box,4,Retail,296,,3137,4.3,19.99,2,19.99
40554-1,Jake Sully & his Avatar,2022,BrickHeadz,Licensed,Avatar,Normal,Box,4,Retail,246,,1364,0,19.99,1,24.99
40556-1,Mythica,2022,Promotional,Miscellaneous,LEGOLAND,Normal,{Not specified},7,{Not specified},510,2,306,0,,1,58.99
40557-1,Defense of Hoth,2022,Star Wars,Licensed,Episode V,Normal,Blister pack,1,LEGO exclusive,64,3,8123,3.8,14.99,48,11.99
40558-1,Clone Trooper Command Station,2022,Star Wars,Licensed,Episode II,Normal,Blister pack,1,LEGO exclusive,66,3,7702,4,14.99,483,22
40559-1,Road Runner & Wile E. Coyote,2022,BrickHeadz,Licensed,Looney Tunes,Normal,Box,4,Retail,205,,4185,4,19.99,8,19.99
40560-1,Professors of Hogwarts,2022,BrickHeadz,Licensed,Wizarding World,Normal,Box,8,Retail,601,,2722,4.1,39.99,0,
40561-1,Pencil Holder,2022,Dots,Art and crafts,Promotional,Normal,Box,0,Retail,476,,571,0,,26,0.7466
40562-1,Mystic Witch,2022,Creator,Model making,3 in 1,Normal,Box,6,LEGO exclusive,257,,3847,3.7,,95,14.9405
40563-1,Tribute to LEGO House,2022,Promotional,Miscellaneous,Gift with Purchase,Normal,Box,7,LEGO exclusive,583,,6184,4.1,,156,18.0854
40564-1,Winter Elves Scene,2022,Seasonal,Miscellaneous,Christmas,Normal,Box,2,LEGO exclusive,372,2,6994,3.9,,275,14
40565-1,Santa's Workshop,2022,Seasonal,Miscellaneous,Christmas,Normal,Box,2,LEGO exclusive,329,2,4797,3.9,,231,28.5
40566-1,Ray the Castaway,2022,Ideas,Miscellaneous,Promotional,Normal,Box,5,LEGO exclusive,239,1,8454,4.4,,308,30
40567-1,Forest Hideout,2022,Icons,Model making,Castle System,Normal,Box,2,LEGO exclusive,258,2,10485,4.3,,310,36.9089
40568-1,Paris Postcard,2022,Creator,Model making,Postcard,Normal,Box,2,LEGO exclusive,213,,1537,0,14.99,0,
40569-1,London Postcard,2022,Creator,Model making,Postcard,Normal,Box,2,LEGO exclusive,277,,1533,0,14.99,2,29
40570-1,Halloween Cat and Mouse,2022,Seasonal,Miscellaneous,Halloween,Normal,Box,2,{Not specified},328,,2327,4.5,12.99,23,24.3254
40571-1,Wintertime Polar Bears,2022,Seasonal,Miscellaneous,Christmas,Normal,Box,2,LEGO exclusive,312,,2770,3.9,12.99,9,18.79
40572-1,Penguin & Snowflake,2022,Seasonal,Miscellaneous,Christmas,Normal,Box,2,LEGO exclusive,139,,1790,4.2,9.99,27,18.5907
40573-1,Christmas Tree,2022,Seasonal,Miscellaneous,Christmas,Normal,Box,4,LEGO exclusive,784,,4721,4.1,44.99,8,35.93
40574-1,LEGO Brand Store,2022,Promotional,Miscellaneous,LEGO brand stores,Normal,Box,2,LEGO exclusive,541,2,2091,3.9,36.99,27,44.99
40577-1,Hogwarts: Grand Staircase,2022,Harry Potter,Licensed,Promotional,Normal,Box,2,Promotional,224,1,3714,4.3,,77,49.1815
40578-1,Sandwich Shop,2022,City,Modern day,Town,Normal,Box,2,LEGO exclusive,110,2,1914,3.7,,1,50
40579-1,Eiffel's Apartment,2022,Icons,Model making,Promotional,Normal,Box,2,LEGO exclusive,228,1,1753,0,,52,55.099
40654-1,Beijing Postcard,2022,Creator,Model making,Postcard,Normal,Box,2,LEGO exclusive,274,,1286,0,14.99,1,24.95
41694-1,Pet Clinic Ambulance,2022,Friends,Modern day,Traffic,Normal,Box,2,Retail,54,2,479,0,9.99,0,
41695-1,Pet Clinic,2022,Friends,Modern day,Heartlake City,Normal,Box,4,Retail,111,2,495,0,19.99,0,
41696-1,Pony-Washing Stable,2022,Friends,Modern day,Farm,Normal,Box,2,Retail,60,2,347,0,9.99,0,
41697-1,Turtle Protection Vehicle,2022,Friends,Modern day,Beach,Normal,Box,2,Retail,90,2,1129,0,9.99,5,5.5
41698-1,Pet Playground,2022,Friends,Modern day,Pets,Normal,Box,4,Retail,210,2,457,0,19.99,0,
41699-1,Pet Adoption Café,2022,Friends,Modern day,Heartlake City,Normal,Box,2,Retail,292,2,549,0,29.99,0,
41700-1,Beach Glamping,2022,Friends,Modern day,Beach,Normal,Box,4,Retail,380,3,546,0,39.99,0,
41701-1,Street Food Market,2022,Friends,Modern day,Park,Normal,Box,8,Retail,592,3,885,4.2,49.99,2,49.99
41702-1,Canal Houseboat,2022,Friends,Modern day,Summer,Normal,Box,2,Retail,737,4,778,0,79.99,2,57.99
41703-1,Friendship Tree House,2022,Friends,Modern day,Tree Houses,Normal,Box,2,Retail,1114,4,1465,4.3,79.99,6,61.191
41704-1,Main Street Building,2022,Friends,Modern day,Heartlake City,Normal,Box,20,Retail,1682,8,833,0,159.99,2,127.553
41705-1,Heartlake City Pizzeria,2022,Friends,Modern day,Heartlake City,Normal,Box,4,Retail,144,2,435,0,14.99,0,
41706-1,Friends Advent Calendar,2022,Friends,Modern day,Seasonal,Normal,Box,1,{Not specified},312,4,912,0,34.99,1,27.99
41707-1,Tree-Planting Vehicle,2022,Friends,Modern day,Science,Normal,Box,4,Retail,336,2,629,0,29.99,0,
41708-1,Roller Disco Arcade,2022,Friends,Modern day,Heartlake City,Normal,Box,2,Retail,642,3,509,0,59.99,0,
41709-1,Vacation Beach House,2022,Friends,Modern day,Beach,Normal,Box,2,Retail,686,4,383,0,79.99,1,55.913
41710-1,Surfer Beach Fun,2022,Friends,Modern day,Beach,Normal,Box,4,Retail,288,3,311,0,39.99,1,20
41711-1,Emma's Art School,2022,Friends,Modern day,Heartlake City,Normal,Box,2,Retail,844,3,941,0,69.99,5,57.289
41712-1,Recycling Truck,2022,Friends,Modern day,Traffic,Normal,Box,2,Retail,259,2,790,0,19.99,5,21
41713-1,Olivia's Space Academy,2022,Friends,Modern day,Science,Normal,Box,2,Retail,757,4,597,0,69.99,0,
41714-1,Andrea's Theatre School,2022,Friends,Modern day,Heartlake City,Normal,Box,2,Retail,1154,4,1025,0,99.99,1,62.2334
41715-1,Ice Cream Truck,2022,Friends,Modern day,Traffic,Normal,Box,4,Retail,84,2,253,0,19.99,0,
41716-1,Stephanie's Sailing Adventure,2022,Friends,Modern day,Summer,Normal,Box,2,Retail,304,3,345,0,39.99,1,39.97
41717-1,Mia's Wildlife Rescue,2022,Friends,Modern day,General,Normal,Box,2,Retail,430,3,595,0,49.99,1,41.83
41718-1,Pet Day-Care Center,2022,Friends,Modern day,Heartlake City,Normal,Box,2,Retail,593,4,295,0,69.99,1,46.791
41719-1,Mobile Fashion Boutique,2022,Friends,Modern day,Art,Normal,Box,2,Retail,94,2,522,0,9.99,0,
41720-1,Water Park,2022,Friends,Modern day,Summer,Normal,Box,2,Retail,373,3,231,0,49.99,0,
41721-1,Organic Farm ,2022,Friends,Modern day,Farm,Normal,Box,2,Retail,826,4,214,0,89.99,1,58.5726
41722-1,Horse Show Trailer,2022,Friends,Modern day,Horseback Riding,Normal,Box,4,Retail,989,3,100,0,99.99,0,
41942-1,Into the Deep Bracelets with Charms,2022,Dots,Art and crafts,Bracelets,Normal,Foil pack,0,Retail,36,,493,0,5.99,57,2.85
41943-1,Gamer Bracelet with Charms,2022,Dots,Art and crafts,Bracelets,Normal,Foil pack,0,Retail,37,,448,0,5.99,33,2.85
41944-1,Candy Kitty Bracelet & Bag Tag,2022,Dots,Art and crafts,Bracelet & Bag Tag,Normal,Box with handle,2,Retail,188,,303,0,14.99,7,14.97
41945-1,Neon Tiger Bracelet & Bag Tag,2022,Dots,Art and crafts,Bracelet & Bag Tag,Normal,Box with handle,0,Retail,188,,277,0,14.99,0,
41946-1,Extra DOTS - Series 6,2022,Dots,Art and crafts,Extra Dots,Normal,Foil pack,0,Retail,118,,1642,3.5,3.99,21,3.95
41947-1,Mickey and Friends Bracelets Mega Pack,2022,Dots,Art and crafts,Disney,Normal,Plastic box,2,Retail,349,,223,0,34.99,0,
41948-1,Cute Banana Pen Holder,2022,Dots,Art and crafts,Accessories,Normal,Plastic box,2,Retail,438,,599,0,19.99,0,
41949-1,Bag Tags Mega Pack – Messaging,2022,Dots,Art and crafts,Bag Tag,Normal,Plastic box,2,Retail,228,,531,0,29.99,0,
41950-1,Lots of DOTS - Lettering,2022,Dots,Art and crafts,Lots of Dots,Normal,Box,2,Retail,722,,884,3.6,19.99,1,20
41951-1,Message Board,2022,Dots,Art and crafts,Accessories,Normal,Plastic box,2,Retail,531,,821,0,19.99,0,
41952-1,Big Message Board,2022,Dots,Art and crafts,Accessories,Normal,Box,2,Retail,943,,1105,0,39.99,5,35.7
41953-1,Rainbow Bracelet with Charms,2022,Dots,Art and crafts,Bracelets,Normal,Foil pack,0,Retail,37,,249,0,5.99,1,6.6817
41954-1,Adhesive Patch,2022,Dots,Art and crafts,Patches,Normal,Box with handle,2,Retail,95,,592,0,5.99,0,
41955-1,Stitch-on Patch,2022,Dots,Art and crafts,Patches,Normal,Box with handle,2,Retail,95,,444,0,5.99,1,4.893
41956-1,Picture Frames & Bracelet Ice Cream,2022,Dots,Art and crafts,Accessories,Normal,Plastic box,2,Retail,474,,173,0,29.99,0,
41957-1,Adhesive Patches Mega Pack,2022,Dots,Art and crafts,Patches,Normal,Plastic box,4,Retail,486,,263,0,34.99,0,
41958-1,Extra DOTS Series 7 - Sport,2022,Dots,Art and crafts,Extra Dots,Normal,Foil pack,0,Retail,115,,1056,3.5,3.99,4,5
41959-1,Cute Panda Tray,2022,Dots,Art and crafts,Accessories,Normal,Plastic box,4,Retail,517,,250,0,19.99,0,
41960-1,Big Box,2022,Dots,Art and crafts,Accessories,Normal,Box,2,Retail,479,,223,0,34.99,1,21
41961-1,Designer Toolkit - Patterns,2022,Dots,Art and crafts,Miscellaneous,Normal,Box,2,Retail,1096,,109,0,64.99,0,
41962-1,Unicorn Creative Family Pack,2022,Dots,Art and crafts,Miscellaneous,Normal,Box,2,Retail,707,,150,0,39.99,0,
41963-1,Mickey Mouse & Minnie Mouse Stitch-on Patch,2022,Dots,Art and crafts,Disney,Normal,Box,2,Retail,95,,410,0,5.99,1,2.4
41964-1,Mickey Mouse & Minnie Mouse Back-to-School Project Box,2022,Dots,Art and crafts,Disney,Normal,Box,10,Retail,669,,236,0,44.99,0,
42127-1,The Batman -  Batmobile,2022,Technic,Technical,Licensed,Normal,Box,3,Retail,1360,,3384,4,99.99,3,75
42130-1,BMW M 1000 RR,2022,Technic,Technical,Licensed,Normal,Box,11,Retail,1920,,2717,4.3,249.99,0,
42132-1,Chopper,2022,Technic,Technical,,Normal,Box,3,Retail,163,,3083,4.3,12.99,2,12
42133-1,Telehandler,2022,Technic,Technical,,Normal,{Not specified},3,{Not specified},143,,2185,3.9,12.99,4,12.5049
42134-1,Monster Jam Megalodon,2022,Technic,Technical,Licensed,Normal,Box,3,Retail,260,,2421,3.9,19.99,3,20.7899
42135-1,Monster Jam El Toro Loco,2022,Technic,Technical,Licensed,Normal,Box,3,Retail,247,,1821,3.7,19.99,1,14.99
42136-1,John Deere 9620R 4WD Tractor,2022,Technic,Technical,Licensed,Normal,Box,4,Retail,390,,2423,4.4,34.99,1,24.7414
42137-1,Formula E Porsche 99x Electric,2022,Technic,Technical,Licensed,Normal,Box,4,Retail,422,,1860,4.1,49.99,1,26.0273
42138-1,Ford Mustang Shelby GT500,2022,Technic,Technical,Licensed,Normal,Box,5,Retail,544,,3256,4,49.99,2,48.5263
42139-1,All-Terrain Vehicle,2022,Technic,Technical,,Normal,Box,2,Retail,764,,1195,4.3,89.99,5,57.99
42140-1,App-Controlled Transformation Vehicle,2022,Technic,Technical,,Normal,Box,5,Retail,772,,1026,0,149.99,8,99
42141-1,McLaren Formula 1 Race Car,2022,Technic,Technical,Licensed,Normal,Box,4,Retail,1432,,3226,4.3,199.99,5,130
42143-1,Ferrari Daytona SP3,2022,Technic,Technical,Licensed,Normal,Box,18,Retail - limited,3778,,3186,4.3,449.99,2,425
42144-1,Material Handler,2022,Technic,Technical,,Normal,Box,2,Retail,835,,801,0,149.99,1,100.79
42145-1,Airbus H175 Rescue Helicopter,2022,Technic,Technical,Licensed,Normal,Box,3,Retail,2001,,1430,4.5,209.99,3,147.8689
43198-1,Anna's Castle Courtyard,2022,Disney,Licensed,Frozen II,Normal,Box,2,Retail,74,1,1124,0,9.99,1,5.05
43199-1,Elsa's Castle Courtyard,2022,Disney,Licensed,Frozen II,Normal,Box,2,Retail,53,2,934,0,9.99,2,11.4
43203-1,"Aurora, Merida and Tiana's Enchanted Creations",2022,Disney,Licensed,Disney Princess,Normal,Box,6,Retail,558,3,417,0,69.99,2,43
43204-1,Anna and Olaf's Castle Fun,2022,Disney,Licensed,Frozen,Normal,Box,4,Retail,108,2,151,0,29.99,0,
43205-1,Ultimate Adventure Castle,2022,Disney,Licensed,Disney Princess,Normal,Box,12,Retail,698,5,401,0,99.99,3,74.99
43206-1,Cinderella and Prince Charming's Castle,2022,Disney,Licensed,Cinderella,Normal,Box,8,Retail,365,3,224,0,89.99,0,
43207-1,Ariel's Underwater Palace,2022,Disney,Licensed,The Little Mermaid,Normal,Box,2,Retail,498,3,530,0,99.99,0,
43208-1,Jasmine and Mulan's Adventure,2022,Disney,Licensed,Disney Princess,Normal,Box,4,Retail,176,2,650,0,44.99,2,28.4525
43209-1,Elsa and the Nokk's Ice Stable,2022,Disney,Licensed,Frozen II,Normal,Box,2,Retail,53,1,555,0,14.99,3,10
45820-1,SUPERPOWERED Challenge Kit,2022,Education,Educational,FIRST LEGO League Challenge,Normal,Box,0,Educational,,,10,0,,0,
45821-1,SUPERPOWERED Explore Set,2022,Education,Educational,FIRST LEGO League Explore,Normal,Box,6,Educational,,,6,0,,0,
45822-1,SUPERPOWERED Discover Set,2022,Education,Educational,FIRST LEGO League Discover,Normal,Box,0,Educational,80,,4,0,,0,
60312-1,Police Car,2022,City,Modern day,Police,Normal,Box,2,Retail,94,1,3025,4,9.99,8,8
60313-1,Space Ride Amusement Truck,2022,City,Modern day,Traffic,Normal,Box,4,Retail,433,3,1182,0,49.99,3,35.991
60314-1,Ice Cream Truck Police Chase,2022,City,Modern day,Police,Normal,Box,4,Retail,317,3,2188,3.8,39.99,2,25.5
60315-1,Police Mobile Command Truck,2022,City,Modern day,Police,Normal,Box,6,Retail,436,4,767,0,49.99,0,
60316-1,Police Station,2022,City,Modern day,Police,Normal,Box,6,Retail,668,5,1056,4,69.99,3,30
60317-1,Police Chase at the Bank,2022,City,Modern day,Police,Normal,Box,10,Retail,915,6,592,0,99.99,1,91.3458
60318-1,Fire Helicopter,2022,City,Modern day,Fire,Normal,Box,2,Retail,53,2,1063,3.5,9.99,0,
60319-1,Fire Rescue & Police Chase,2022,City,Modern day,Fire,Normal,Box,6,Retail,295,3,1121,3.4,39.99,0,
60320-1,Fire Station,2022,City,Modern day,Fire,Normal,Box,6,Retail,540,5,939,3.9,69.99,0,
60321-1,Fire Brigade,2022,City,Modern day,Fire,Normal,Box,6,Retail,766,7,629,0,99.99,0,
60322-1,Race Car,2022,City,Modern day,Great Vehicles,Normal,Box,2,Retail,46,2,1779,3.6,9.99,1,9
60323-1,Stunt Plane,2022,City,Modern day,Great Vehicles,Normal,Box,2,Retail,59,1,1350,3.6,9.99,2,7.5
60324-1,Mobile Crane,2022,City,Modern day,Great Vehicles,Normal,Box,2,Retail,340,2,3784,4.3,39.99,6,23.49
60325-1,Cement Mixer Truck,2022,City,Modern day,Great Vehicles,Normal,Box,4,Retail,85,2,1233,3.6,19.99,26,19.99
60326-1,Picnic in the Park,2022,City,Modern day,Park,Normal,Box,4,Retail - limited,147,3,4321,4.2,19.99,5,15
60327-1,Horse Transporter,2022,City,Modern day,Great Vehicles,Normal,Box,4,Retail,196,2,2139,4.1,29.99,1,16.6
60328-1,Beach Lifeguard Station,2022,City,Modern day,Beach,Normal,Box,6,Retail,211,4,2633,3.9,39.99,3,24
60329-1,School Day,2022,City,Modern day,Town,Normal,Box,4,Retail,433,8,1674,3.7,69.99,5,56.1
60330-1,Hospital,2022,City,Modern day,Medical,Normal,Box,6,Retail,816,13,1688,4.2,119.99,4,101.98
60331-1,Touring Stunt Bike,2022,City,Modern day,Stuntz,Normal,Box,2,Retail,10,1,1861,4.1,7.99,21,10
60332-1,Reckless Scorpion Stunt Bike,2022,City,Modern day,Stuntz,Normal,Box,2,Retail,15,1,1935,3.8,7.99,3,7.25
60333-1,Bathtub Stunt Bike,2022,City,Modern day,Stuntz,Normal,Box,2,Retail,14,1,5407,4.3,7.99,7,9.99
60335-1,Train Station,2022,City,Modern day,Trains,Normal,Box,6,Retail,907,6,1731,4.5,99.99,5,65
60336-1,Freight Train,2022,City,Modern day,Trains,Normal,Box,11,Retail,1153,6,1162,0,199.99,2,145
60337-1,Express Passenger Train,2022,City,Modern day,Trains,Normal,Box,9,Retail,764,6,1840,4.4,189.99,1,145
60338-1,Chimpanzee Smash Stunt Loop,2022,City,Modern day,Stuntz,Normal,Box,2,Retail,226,3,424,0,69.99,0,
60339-1,Double Loop Stunt Arena,2022,City,Modern day,Stuntz,Normal,Box,4,Retail,598,7,313,0,159.99,0,
60340-1,The Blade Stunt Challenge,2022,City,Modern day,Stuntz,Normal,Box,2,Retail,154,2,667,0,34.99,0,
60341-1,The Knockdown Stunt Challenge,2022,City,Modern day,Stuntz,Normal,Box,2,Retail,117,2,760,0,34.99,1,16.644
60342-1,The Shark Attack Stunt Challenge,2022,City,Modern day,Stuntz,Normal,Box,2,Retail,122,3,985,0,34.99,0,
60343-1,Rescue Helicopter Transporter,2022,City,Modern day,Great Vehicles,Normal,Box,4,Retail,215,2,896,3.5,29.99,0,
60344-1,Chicken Henhouse,2022,City,Modern day,Farm,Normal,Box,2,Retail,101,1,3716,3.9,9.99,2,12
60345-1,Farmers Market Van,2022,City,Modern day,Farm,Normal,Box,4,Retail,310,3,4283,4.3,44.99,11,29.8
60346-1,Barn & Farm Animals,2022,City,Modern day,Farm,Normal,Box,8,Retail,230,4,2726,3.9,69.99,3,45
60347-1,Grocery Store,2022,City,Modern day,Town,Normal,Box,4,Retail,404,5,2705,4,69.99,11,79.95
60348-1,Lunar Roving Vehicle,2022,City,Modern day,Space,Normal,Box,2,Retail,275,3,2397,4.4,39.99,2,18
60349-1,Lunar Space Station,2022,City,Modern day,Space,Normal,Box,4,Retail,500,5,1636,4.3,79.99,2,49.491
60350-1,Lunar Research Base,2022,City,Modern day,Space,Normal,Box,6,Retail,786,6,1910,4.3,129.99,2,90
60351-1,Rocket Launch Center,2022,City,Modern day,Space,Normal,Box,9,Retail,1010,7,1059,0,159.99,6,110
60352-1,City Advent Calendar,2022,City,Modern day,Seasonal,Normal,Box,1,Retail,287,6,2707,3.9,34.99,12,20.68
60353-1,Wild Animal Rescue Missions,2022,City,Modern day,Missions,Normal,Box,4,Retail,246,1,1141,3.8,39.99,2,29.98
60354-1,Mars Spacecraft Exploration Missions,2022,City,Modern day,Missions,Normal,Box,4,Retail,298,2,906,3.8,39.99,2,25.191
60355-1,Water Police Detective Missions,2022,City,Modern day,Missions,Normal,Box,4,Retail,278,2,509,0,39.99,0,
66700-1,LEGO Minifigures - Series 22 {Box of 6 random bags},2022,Collectable Minifigures,Miscellaneous,Series 22,Random,Box,0,Retail - limited,0,,115,0,29.94,1,26.1573
